car_park_no,address,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,Lat,Lon
HE9,BLK 118/119 BUKIT MERAH VIEW,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.2572930800226,103.84743773459977
HG1,"BLK 1,2,6,7 HOUGANG AVENUE 3",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.3307486384824214,103.92539308405135
HG1A,BLK 470 UPPER SERANGOON CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.3384019775847973,103.94178595978778
HG1B,BLK 475 UPPER SERANGOON CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.337299221726248,103.93886177207459
HG1C,BLK 476 UPPER SERANGOON VIEW,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.340492155419352,103.94099474471145
HG1D,BLK 376 HOUGANG STREET 32,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3306816535021402,103.9269607892314
HG1E,BLK 377 HOUGANG STREET 32,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.1,N,1.3312879139011395,103.92587578624847
HG1F,BLK 229 HOUGANG STREET 21,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.3236289638353949,103.92136634582016
HG10,BLK 101-108 HOUGANG AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.327029164079588,103.91782397474684
HG11,BLK 301-319 HOUGANG AVENUE 5,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3315542672610083,103.92916231620698
HG12,BLK 320-324 HOUGANG AVENUE 5,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3347553309055409,103.92989383954934
HG13,BLK 325/326 HOUGANG AVENUE 7,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.335160668511483,103.93102660420378
HG14,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,1.3330106189269064,103.9323803576957
HG15,BLK 208-210 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.3232331000173967,103.92220852509327
HG16,BLK 211-212 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.324621297600623,103.92296929823
HG17,BLK 231/233/235/237 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3244867763111057,103.92093150353429
HG18,BLK 230/232/234/236/238 HOUGANG AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.4,N,1.3254857969571425,103.92130991212667
HG19,BLK 138-145 LORONG AH SOO,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.3203047802755454,103.91613220998535
HG2,BLK 15-18 HOUGANG AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.328580485037531,103.9261388718856
HG2A,BLK 473 UPPER SERANGOON CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.337330913263582,103.93950906683176
HG2B,BLK 933 HOUGANG AVENUE 9,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,1.3189483234077692,103.93867084071626
HG2C,BLK 364 / 365 UPPER SERANGOON RD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,1.3338156164176123,103.93328454543087
HG2D,"BLK 581,582 AND 582A BUANGKOK GREEN",SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3237044473022326,103.94252346096094
HG20,BLK 128-137 LORONG AH SOO,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3229470597381732,103.91358694148285
HG22,BLK 154-157 HOUGANG STREET 11,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3169131772495344,103.91576249551612
HG23,BLK 239-246 HOUGANG STREET 22,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.3280985432979684,103.92076985396419
HG24,BLK 247-254 HOUGANG AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.0,N,1.328244708739923,103.92304070909923
HG26,BLK 335-341 HOUGANG AVENUE 7,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3354515880338669,103.93267735541374
HG29,BLK 351-357 HOUGANG AVENUE 7,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.335680368416678,103.9355047819451
HG3A,BLK 997 BUANGKOK CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.3172685576143288,103.94849982862654
HG3B,BLK 991 BUANGKOK LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3181110241659544,103.9473842442425
HG3C,BLK 996 BUANGKOK CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N,1.3184943683967774,103.94984512802415
HG3D,BLK 998 BUANGKOK CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.3161475976330406,103.94729605854577
HG3E,BLK 993 BUANGKOK LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.320157684335392,103.94820004776375
HG3L,"BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK",SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,1.3180895903091405,103.94928187046844
HG30,BLK 464-468 HOUGANG AVENUE 10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.9,N,1.3335520572386865,103.93641560932588
HG31,BLK 414-416 HOUGANG AVENUE 10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3330854847126297,103.93855807837558
HG32,BLK 601-608 HOUGANG AVENUE 4,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3225761461492893,103.93454689862467
HG33,BLK 609-621 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3208803510029314,103.9327471489899
HG34,BLK 622-632 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3179898353931532,103.93311926579423
HG35,"BLK 701-702,707-710 HOUGANG AVENUE 2",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3254986949903962,103.92968916410871
HG36,"BLK 703-706,711-712 HOUGANG AVENUE 2",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3241301164574482,103.92932029054133
HG37,BLKS 501-507 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3238949897564252,103.93616608366939
HG38,"BLK 508-517,520-533 HOUGANG AVENUE 10",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3268377976585812,103.93654853491677
HG39,HOUGANG SPORTS COMPLEX,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3224832520089553,103.93312046120526
HG4,BLK 19-23 HOUGANG AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.3275315510827244,103.92744450848537
HG40,"BLK 1 TO 32, 37 TO 38 DEFU LANE 10",SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3286402892282312,103.9154107210766
HG41,BLK 633-642 & 647-648 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3158228774982812,103.93444421089563
HG42,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3199167115391661,103.93731082986781
HG43,BLK 668-680 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.3208087625120977,103.93527612970965
HG44,BLK 681-684 HOUGANG AVENUE 4/8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.3228472774138855,103.93680206057073
HG45,BLK 685-691 HOUGANG STREET 61,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.322646105389609,103.9390425915098
HG46,BLK 692-698 HOUGANG STREET 61,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3234844799636292,103.93899696169144
HG47,BLK 805 HOUGANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,1.9,N,1.3305291122616014,103.93435369200411
HG48,BLK 417-434 HOUGANG AVENUE 6/8/10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.3306611890614206,103.93856753886911
HG49,BLK 435-458 HOUGANG AVENUE 6/8,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3313308676693407,103.94191412262788
HG5,BLK 24/25 HOUGANG AVENUE 3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3288675077045407,103.92856225698746
HG50,BLK 534-545 HOUGANG AVENUE 8,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,2.0,N,1.3278832457269931,103.94046176866998
HG51,BLK 546-555 HOUGANG STREET 51,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,1.3266547657640355,103.9417724223923
HG52,BLK 556-566 HOUGANG STREET 51,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.3262948115515358,103.94339349564193
HG53,BLK 830A HOUGANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.87,N,1.3272490603449778,103.93404322178169
HG54,BLK 220-222 HOUGANG STREET 21,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.86,N,1.3208605957653783,103.91990679416197
HG55,BLK 814 HOUGANG AVENUE 10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3297742011341473,103.93584335190619
HG56,BLK 830-835 HOUGANG CENTRAL,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,4.5,N,1.3266644357147424,103.93437248012263
HG57,DEFU LANE 7,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3335335269150388,103.9186086668556
HG58,DEFU LANE 8,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3333069849638315,103.9203745325975
HG59,DEFU LANE 9,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.329883792044912,103.91418308919468
HG60,BLK 548A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.0,N,1.3277423660954617,103.94212355520457
HG61,BLK 559A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.0,N,1.3256898251276443,103.94276889224888
HG62,BLK 566A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.0,N,1.325091055825619,103.94393428291151
HG63,BLK 465A UPPER SERANGOON ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.0,N,1.333953262155122,103.93551995915254
HG64,BLK 682-684 HOUGANG STREET 61,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3228149617807685,103.937490070359
HG65,DEFU LANE 11,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3293895465384236,103.90566156660203
HG66,DEFU LANE 12,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3320184084932014,103.90395296749632
HG67,"BLK 401-413, 460-463 HOUGANG AVENUE 10",SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3323962947344083,103.93744242377944
HG68,BLK 838A HOUGANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.328392845995124,103.9331020069304
HG69,BLK 850A HOUGANG CENTRAL,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,1.3295303825153675,103.93315801003787
HG7,BLK 109-127 HOUGANG AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.324331242582529,103.9169348570276
HG70,BLK 567A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,1.3250396750978977,103.94209276060306
HG71,BLK 574A HOUGANG STREET 51,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3228915265235626,103.94082991540154
HG72,BLK 576A HOUGANG AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3224259257850894,103.94174554890189
HG73,BLK 909A HOUGANG STREET 91,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3200508183462218,103.94142762232704
HG74,BLK 166A HOUGANG AVENUE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3246006668734442,103.91412026602609
HG75,BLK 172A HOUGANG AVENUE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3255340861968041,103.9138931896315
HG76,BLK 159A HOUGANG STREET 11,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.3159478875107673,103.9151046121764
HG77,BLK 919A HOUGANG AVENUE 4,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.3207481376424017,103.93859572750276
HG78,BLK 925A HOUGANG STREET 91,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.319763560938187,103.93990862293809
HG79,BLK 931A HOUGANG STREET 91,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2.15,N,1.3169711348460817,103.93918555104064
HG80,BLK 941A HOUGANG STREET 92,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3155382432524416,103.93733946837723
HG81,DEFU LANE 1,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3359150521095706,103.92416319942348
HG82,DEFU LANE 2,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3391897517528308,103.92360846029158
HG83,DEFU LANE 3,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.338682229379533,103.92165810316465
HG84,DEFU LANE 5,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.3349618804202936,103.92285885318108
HG85,DEFU LANE 6,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,1.336075142698856,103.92349957167322
HG86,BLK 946A HOUGANG STREET 92,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3170081537606733,103.93780780299355
HG87,BLK 955A HOUGANG AVENUE 9,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3143260589331522,103.93905906319846
HG88,BLK 699D HOUGANG STREET 52,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3251217264613175,103.9391808541878
HG89,BLK 435A HOUGANG AVENUE 8,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3305959344769176,103.9409692273413
HG9,BLK 201-204 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,1.3210266871843508,103.92215841708556
HG9T,BLK 206 HOUGANG STREET 21,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,9.99,N,1.3217501023771971,103.92189799757624
HG90,BLK 966A HOUGANG AVENUE 9,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3143061298465677,103.9410069475486
HG91,BLK 971A HOUGANG STREET 91,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.316698042230188,103.94114229613625
HG92,BLK 373A HOUGANG STREET 31,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.3266125593529643,103.92549385825328
HG93,BLK 980 BUANGKOK CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3165946386404583,103.94309040046488
HG94,BLK 984 BUANGKOK LINK,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,1.3171282384844327,103.94466304704041
HG95,BLK 105 HOUGANG AVENUE 1,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.15,N,1.3266432670963537,103.91725776778557
HG96,BLK 108 HOUGANG AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3263100888949977,103.91596946453161
HG97,BLK 804 HOUGANG AVENUE 10,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.331329466674546,103.93439154923512
HG98,BLK 988 BUANGKOK GREEN,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.3141601062330837,103.9430861275272
HG99,BLK 174A-174D HOUGANG AVENUE 1,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,1.3255844703909865,103.91274373047206
HLM,BLK 533A HONG LIM MSCP,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,1.9,N,1.2817476622959083,103.84848149002086
HRM,BLK 96 HENDERSON ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,1.2574563017856561,103.85122663060403
HR1,BLK 1-3 HAIG ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3341387798656676,103.87501598389284
HR2,BLK 4-6 HAIG ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3336186444907745,103.87617827184766
HR3,BLK 7 TO 9 HAIG ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3329733847844254,103.87751726361581
HR4,BLK 10 TO 14 HAIG ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.3325845856986895,103.87822494802937
HR5,BLK 21 TO 23 HAIG ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.3316767559541913,103.87656189838201
HVM,BLK 51 HAVELOCK ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.2638599703861058,103.85356012243788
H11,BLK 34 JALAN BUKIT HO SWEE,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.263983946785812,103.85114461130318
H12,BLK 1/5 DELTA AVENUE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.2635486316646287,103.85567071117569
H14,BLK 96 HAVELOCK ROAD MSCP,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.2686375853126177,103.85221112566842
H15,BLK 568 GANGES AVENUE,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.2670865857245592,103.85387514810714
H17,BLK 28A BEO CRESCENT,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.0,N,1.2639996125180204,103.85186947278665
H18,BLK 44A HAVELOCK ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,1.2631156259015512,103.85268605070586
H3,BLK 87 ZION ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.4,N,1.2686880376051133,103.8546920135123
H3BL,"BLK 991A TO 991B,992A TO 992B BUANGKOK LINK",SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.3187305120805028,103.94755512091187
H3DL,"BLK 998A TO 998B,999A TO 999B BUANGKOK CRESCENT",SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.316605067115028,103.94815293126321
H4,BLK 22 HAVELOCK ROAD,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.265523728536101,103.85179599708333
H42A,"BLK 644,645,652,655 HOUGANG AVENUE 8",SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.318669167570651,103.93582284994143
H6,BLK 77/79 GANGES AVENUE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,1.2651333765284134,103.85505063736034
H6M,BLK 78A INDUS ROAD,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.2640661420344543,103.85490724787459
H8,BLKS 4-8 TAMAN HO SWEE,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.2670845149810601,103.8514314407466
H87L,BLK 950 TO 976 HOUGANG AVENUE 9 /STREET 91,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,0.0,N,1.3150635914223052,103.94161841907021
H93L,"BLK 978C TO 981D, 982, 987A TO 988C BUANGKOK CRESCENT/GREEN",SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,1.3171983123935394,103.94291369566676
JBM,BLK 134A JALAN BUKIT MERAH,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,1.263326779844636,103.8430220149609
JBM2,BLK 113A JALAN BUKIT MERAH,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.2614054443056446,103.84399712304976
